CPF_PARTICIPANTE,ID_ATIVIDADE,CPF_CONVIDANTE_INTERNO,DATA_INSCRICAO
46577197422,16,,2023-12-04
46577197422,9,96390978455,2023-03-08
46577197422,4,,2023-06-16
91442075300,13,95152335500,2023-11-03
91442075300,11,64246113044,2023-12-02
91442075300,7,,2023-08-09
68148708866,12,,2023-10-19
31414201577,4,25817579222,2023-11-26
31414201577,10,68003764188,2023-09-06
31414201577,6,,2023-09-21
24539330277,13,,2023-06-26
34738478799,16,77068145644,2023-01-06
34738478799,4,,2023-02-20
21218903000,11,,2023-04-25
21218903000,14,55168040000,2023-01-17
32717030199,8,,2023-04-27
57411196466,2,86536604377,2023-05-16
57411196466,10,52996544488,2023-05-08
57411196466,7,83688189588,2023-10-17
45544017666,10,,2023-08-12
45544017666,3,15301944666,2023-06-19
45544017666,12,20604218377,2023-11-20
89959897000,2,,2023-01-09
89959897000,16,54420366411,2023-03-01
97673788988,3,,2023-12-30
97673788988,10,11329707255,2023-11-29
97673788988,16,86284635422,2023-10-12
49685262966,13,,2023-06-12
49685262966,16,,2023-01-12
49685262966,4,,2023-07-10
85300643999,11,,2023-09-23
85300643999,3,44753799899,2023-08-11
84682774600,3,,2023-02-26
84682774600,11,,2023-06-01
84682774600,2,57975635099,2023-11-14
25965652266,4,92528475377,2023-10-14
94188528022,10,81183272722,2023-07-20
94188528022,2,,2023-07-21
12208408666,3,,2023-07-28
12208408666,12,,2023-02-06
12208408666,4,,2023-10-07
42826179777,13,38676474533,2023-10-10
42826179777,1,41100249355,2023-03-12
72597225255,11,40383817577,2023-12-12
21971218711,14,,2023-08-05
21971218711,2,,2023-11-05
57441536677,15,62250578977,2023-05-20
57441536677,1,69132171022,2023-01-14
57441536677,13,,2023-07-24
59681968155,16,,2023-03-06
26003572111,6,57187124844,2023-07-10
21946758411,8,35216165766,2023-10-27
21946758411,5,43256023211,2023-06-05
88743875800,13,,2023-11-27
88743875800,11,22326543111,2023-07-07
88743875800,14,,2023-09-02
46273001155,11,,2023-08-10
77315216566,4,,2023-10-19
77315216566,11,,2023-01-03
18074160899,5,67889575500,2023-10-22
18074160899,12,97414233811,2023-11-20
69682524144,9,39821988100,2023-02-14
46484611000,4,,2023-12-09
78998196100,15,54600084177,2023-11-03
16790986833,1,,2023-12-04
16790986833,5,,2023-10-08
38415197766,5,61700778755,2023-12-01
38415197766,8,18848558577,2023-07-23
65141271699,13,32902231400,2023-07-08
65141271699,12,28013831122,2023-01-14
65141271699,15,,2023-09-27
70812851988,1,57663331888,2023-04-30
50681502822,2,19540425400,2023-01-03
50681502822,8,92992562688,2023-01-13
50681502822,13,,2023-09-22
42714618733,4,16734192322,2023-02-19
80369827811,14,,2023-01-04
80369827811,2,,2023-06-07
80369827811,11,,2023-01-27
19816204000,11,47970423388,2023-04-08
90732212699,12,,2023-09-06
90732212699,1,,2023-02-03
90732212699,5,,2023-09-20
74299461355,16,,2023-03-09
63910635322,7,,2023-10-31
63910635322,1,58442157455,2023-02-20
63910635322,10,,2023-11-24
37597189733,14,,2023-03-05
37597189733,2,45893738233,2023-11-21
70000462955,12,,2023-09-06
70000462955,16,,2023-01-16
70000462955,3,24335297000,2023-03-29
69751399200,2,,2023-08-18
69751399200,4,,2023-09-17
69751399200,13,66465868611,2023-05-07
44224142599,8,53932587477,2023-01-01
44224142599,4,40720403800,2023-11-07
88069098944,5,,2023-12-03
88069098944,3,33608849144,2023-04-28
38112581688,2,21133287800,2023-05-27
38112581688,5,,2023-01-21
38112581688,11,,2023-02-11
90888074699,4,91778587944,2023-01-13
12665144811,15,41155093333,2023-12-11
12665144811,14,29675952177,2023-02-19
48218077000,9,69392387433,2023-12-27
36936965866,8,,2023-07-19
36936965866,13,25452901222,2023-07-10
86918407577,11,69392387433,2023-08-02
86918407577,16,,2023-11-10
60638001311,1,,2023-04-18
60638001311,14,,2023-07-06
60638001311,13,,2023-10-28
41037668400,9,,2023-05-28
41037668400,15,24346245700,2023-06-07
41037668400,11,,2023-04-17
22672314177,12,80849838499,2023-11-21
35359073300,14,,2023-04-22
35359073300,8,,2023-09-05
35359073300,2,90932083577,2023-08-08
64189628500,14,,2023-03-04
99203192877,9,,2023-12-18
99203192877,3,,2023-12-12
99203192877,7,,2023-12-19
98924884666,1,,2023-12-12
22406113400,1,68181412266,2023-09-23
85449304844,2,84143615799,2023-11-06
85449304844,10,,2023-07-16
11165703433,13,,2023-02-08
22538166200,6,,2023-07-08
22538166200,14,13602150777,2023-08-07
22538166200,11,,2023-10-06
45166534511,6,48204346166,2023-09-07
45166534511,11,77632927333,2023-06-29
45166534511,2,90421934255,2023-09-02
31948106500,3,,2023-07-31
58889311100,5,,2023-09-17
58889311100,10,,2023-06-23
70593123155,6,25193744544,2023-03-26
42509606333,1,,2023-04-28
42509606333,7,92239022400,2023-09-14
42509606333,4,78341351800,2023-03-12
57882782100,16,,2023-08-26
57882782100,14,,2023-03-27
57882782100,13,,2023-09-05
30775680200,3,13028351300,2023-10-15
30775680200,9,,2023-08-08
30775680200,11,55387878855,2023-11-05
10032189388,16,,2023-05-25
10032189388,15,,2023-03-16
52652953800,6,,2023-11-19
52652953800,12,,2023-04-25
52652953800,5,,2023-03-04
33011047622,7,54001956444,2023-04-21
33011047622,15,24051933611,2023-09-21
80366955299,9,,2023-01-18
40193743333,5,60077348033,2023-05-06
40193743333,11,94602581588,2023-03-01
16777157077,10,87077846866,2023-04-13
43906016288,4,,2023-07-27
42478764733,1,,2023-05-12
29722153977,16,,2023-04-24
29722153977,8,88348865933,2023-02-24
29722153977,14,,2023-08-29
63822237433,12,43442265500,2023-04-10
11300345855,13,83994975411,2023-10-23
11300345855,15,37292204700,2023-02-03
44903336177,5,32549936599,2023-05-19
44903336177,14,,2023-04-13
44903336177,16,81176278500,2023-12-18
24437950633,9,51134578500,2023-02-08
24437950633,13,76574945066,2023-02-14
56935610388,7,,2023-10-11
56935610388,11,93177005511,2023-08-06
56935610388,12,58961054444,2023-09-16
42917577944,6,73043555900,2023-03-18
42917577944,12,,2023-12-06
10415865155,15,,2023-05-17
31058042000,11,82620815288,2023-05-17
69856366166,2,,2023-03-31
69856366166,4,66298555900,2023-05-01
69856366166,1,,2023-06-14
63821223277,7,,2023-11-10
63821223277,8,80189265733,2023-12-05
77682705844,10,19909622622,2023-12-30
77682705844,14,,2023-09-05
82737163099,9,50339755955,2023-08-13
82737163099,8,,2023-09-07
90829953955,7,40630768900,2023-11-23
90829953955,1,,2023-12-22
45345425188,4,,2023-05-28
50909483644,10,,2023-04-06
50909483644,1,,2023-02-06
50909483644,9,47987418844,2023-03-07
46731095700,14,,2023-01-28
77700187577,7,82158859855,2023-10-31
63714438799,6,,2023-08-22
63714438799,11,,2023-10-05
63714438799,2,,2023-02-11
73233400988,16,94879184188,2023-10-08
20906839100,9,76478325577,2023-08-27
20906839100,15,,2023-01-28
89011688044,4,20357673000,2023-06-26
89011688044,13,12269064944,2023-07-26
53596937111,12,71375911166,2023-04-14
53596937111,15,,2023-04-13
88744519544,4,,2023-11-11
88744519544,15,15114118644,2023-01-23
88744519544,14,42667025077,2023-03-01
58953131166,16,97333278400,2023-09-14
58953131166,4,21415854733,2023-09-09
37576635944,1,31938032866,2023-04-25
37576635944,9,19039646799,2023-01-05
59542012422,4,97286998088,2023-11-06
59542012422,12,92992562688,2023-10-03
71456004122,8,64056983944,2023-11-26
71456004122,1,,2023-04-23
44475630611,6,36163356988,2023-05-29
44475630611,11,,2023-03-20
44475630611,13,55467504999,2023-08-22
18543234666,12,15647103866,2023-05-22
18543234666,6,,2023-08-16
18543234666,13,52901967222,2023-10-24
79973238055,12,13134455333,2023-08-18
42500908177,5,,2023-08-06
42500908177,2,47711928477,2023-10-17
42500908177,14,,2023-01-25
52013623622,10,,2023-08-09
11248287533,10,59566328100,2023-01-22
11248287533,6,,2023-08-14
11248287533,2,91599056388,2023-02-20
44228933000,10,,2023-01-12
44228933000,3,20210218400,2023-03-18
44228933000,5,23328881522,2023-05-17
34853043011,15,,2023-11-11
60990007399,12,92587806477,2023-05-23
64436662400,16,,2023-03-10
11403813188,11,,2023-11-26
11403813188,6,64663362633,2023-06-11
13323317500,5,,2023-11-04
13323317500,9,,2023-04-15
29639562588,4,45806755099,2023-08-24
29639562588,11,,2023-04-20
29639562588,7,35609591600,2023-12-03
45196865711,8,71520945000,2023-05-18
56510108311,14,,2023-11-29
56510108311,9,,2023-10-29
56510108311,13,,2023-12-10
81909617300,10,26797700300,2023-09-10
81909617300,11,,2023-05-08
81909617300,7,,2023-12-18
41369901466,4,,2023-01-30
35379850022,5,99005822099,2023-11-25
35379850022,15,,2023-01-26
35379850022,12,80173331966,2023-10-21
77724283755,5,44694489233,2023-05-04
97186491311,15,,2023-03-09
97186491311,2,70325540677,2023-03-15
97186491311,3,98877146155,2023-04-20
43806615477,16,24837387455,2023-04-02
43806615477,1,92225654366,2023-09-25
36198228166,2,,2023-09-21
36198228166,11,93926025100,2023-12-22
36198228166,13,,2023-04-20
83816833199,3,,2023-12-30
83816833199,7,38882329888,2023-05-02
55168338766,12,26131407988,2023-12-01
55168338766,11,12707372100,2023-03-23
13284703000,7,16112437188,2023-02-14
87119287788,3,27332644944,2023-08-19
87119287788,6,,2023-05-10
42933644200,11,93145889122,2023-06-30
42933644200,1,49313232355,2023-03-05
42933644200,15,73150104088,2023-04-23
85314237911,15,,2023-02-11
61740266711,1,62292347000,2023-06-08
27037022488,12,56804774088,2023-09-15
88579975100,7,20545736633,2023-06-28
88579975100,13,,2023-11-04
78579220644,4,,2023-02-11
78579220644,3,,2023-06-10
78579220644,2,,2023-11-30
49316920288,15,17081680288,2023-11-03
49316920288,2,45428233344,2023-09-25
49316920288,7,26679242822,2023-07-25
77186979755,16,62705307255,2023-10-25
33978774077,16,92624476711,2023-12-23
33978774077,2,66369807700,2023-02-25
42755634766,14,82355694699,2023-08-02
42755634766,9,,2023-01-28
93057492088,7,20273503499,2023-05-26
93057492088,1,30256950055,2023-03-29
38759280911,14,,2023-04-04
38759280911,9,,2023-06-04
38759280911,13,50459843655,2023-04-09
36710646411,9,,2023-04-06
36710646411,15,52334532311,2023-10-28
41209836500,2,65131775100,2023-08-25
48715947500,7,99837623744,2023-07-06
79200303744,16,82835270100,2023-08-22
79200303744,13,28330992077,2023-04-13
79200303744,4,,2023-04-12
81986066888,8,,2023-08-13
69512009044,5,,2023-04-02
69512009044,14,,2023-10-30
89966022644,5,72317030977,2023-10-18
89966022644,2,,2023-07-30
15569985111,5,78959098788,2023-12-30
21977363611,7,66009858100,2023-07-22
34202251488,1,19783503500,2023-03-20
34202251488,13,,2023-07-24
34202251488,8,,2023-08-16
98902985977,15,88379792311,2023-08-31
75261231300,10,93946567155,2023-12-01
92368069611,15,57446890600,2023-02-13
92368069611,9,,2023-07-11
79284202955,1,80155584255,2023-06-20
79284202955,4,,2023-11-13
79284202955,2,74705863000,2023-04-09
90778140000,14,72534670355,2023-07-28
57808237233,10,23714980688,2023-10-31
57808237233,1,,2023-11-19
57808237233,14,,2023-03-05
21176752044,12,38741604400,2023-07-03
63077839077,9,67358381499,2023-12-14
63077839077,12,44066917155,2023-11-26
72571785266,11,14600398588,2023-02-06
72571785266,2,89001061399,2023-12-24
72571785266,14,,2023-10-08
33124163611,6,81476283900,2023-08-26
33124163611,4,,2023-03-30
33124163611,12,,2023-10-13
98716848199,8,,2023-09-03
98716848199,16,,2023-10-17
98716848199,6,,2023-07-07
59940641499,12,,2023-04-24
59940641499,13,,2023-10-01
79524051444,1,31624146955,2023-07-09
79524051444,15,,2023-06-15
95443189766,7,,2023-01-12
95443189766,8,,2023-02-07
47548632088,16,,2023-04-26
52599884500,9,,2023-12-22
48437648099,12,14600398588,2023-08-26
48437648099,3,85697953355,2023-11-15
48437648099,16,86280020144,2023-03-24
39794707500,15,70680860200,2023-08-10
63915968755,1,12782254633,2023-02-24
45659246500,14,,2023-07-11
45659246500,6,,2023-12-29
45659246500,11,,2023-08-01
67379376599,8,71780042400,2023-05-24
45764084455,12,95432132677,2023-04-17
45764084455,9,,2023-06-09
70674278600,3,,2023-01-14
70674278600,7,,2023-11-24
70674278600,5,46774806055,2023-04-09
88657312733,2,45765915333,2023-04-10
41627662155,5,35794118700,2023-03-22
74033081744,2,40679411299,2023-09-03
60053284411,4,38911369000,2023-02-07
49390611322,16,36618724000,2023-09-16
49390611322,11,36670504299,2023-07-08
22001513733,11,43292961444,2023-07-18
22001513733,9,,2023-05-21
35774448000,6,31089747188,2023-08-18
19453674233,11,,2023-09-22
76450194688,13,,2023-06-25
76450194688,14,,2023-10-29
88452629877,15,17411494011,2023-01-17
88452629877,2,,2023-06-13
88452629877,3,,2023-01-20
92930040388,13,73978837377,2023-11-14
92930040388,4,,2023-02-07
62408245855,4,75387123999,2023-02-18
62408245855,16,,2023-09-18
78560824455,5,,2023-11-08
32145257355,9,44128201222,2023-07-24
32145257355,7,70551209855,2023-07-21
32145257355,16,16435086444,2023-03-04
46555606733,5,,2023-04-09
46555606733,11,,2023-05-18
46555606733,13,,2023-03-11
27117233488,14,,2023-05-27
57574925977,11,32525702899,2023-09-22
32131162200,8,,2023-11-06
83204203000,11,70680860200,2023-11-03
83204203000,7,,2023-06-02
83204203000,12,34984608977,2023-07-28
40079378699,15,67563422900,2023-11-18
40079378699,8,,2023-02-05
40079378699,1,,2023-10-28
45193838466,14,,2023-03-01
45193838466,1,21800097200,2023-03-22
45193838466,2,,2023-04-14
27059764500,10,,2023-03-21
46922290800,7,59244159377,2023-08-11
89857409899,7,92152360900,2023-12-29
51356749266,8,65137656922,2023-12-26
51356749266,7,98049608188,2023-04-06
72935754677,1,,2023-12-09
70712680888,2,,2023-08-31
32509440688,7,20066379088,2023-07-18
32509440688,12,,2023-05-31
10141648500,8,,2023-12-29
10141648500,9,,2023-12-07
12113206500,3,92958506533,2023-05-31
12113206500,10,,2023-09-13
59488614144,6,68472317855,2023-05-03
59488614144,16,,2023-04-01
79289922300,15,82756264399,2023-01-29
63594403855,13,,2023-07-19
43258587099,14,,2023-02-09
74538967033,2,36533325755,2023-03-27
74538967033,15,70881946433,2023-11-08
74538967033,10,,2023-03-29
40900361433,1,,2023-04-21
40900361433,9,16779591266,2023-05-18
64593925522,11,25716132600,2023-03-14
14370442044,13,,2023-11-10
32958988988,13,,2023-07-23
97096077588,7,,2023-07-27
46763943655,10,93496813588,2023-09-24
46763943655,7,,2023-08-21
46848166644,9,58477418800,2023-05-18
46848166644,10,41419960500,2023-07-13
42723946733,10,61700778755,2023-04-11
42723946733,3,90226502199,2023-06-09
23151029799,4,34599428000,2023-02-28
23151029799,13,,2023-11-01
23151029799,2,50384088777,2023-03-11
38750280311,13,,2023-10-16
57038122833,16,,2023-02-27
57038122833,14,,2023-06-11
65993398677,7,,2023-11-09
55868686877,5,20096128177,2023-12-21
55868686877,9,24133003099,2023-08-25
72155174466,6,,2023-10-25
72155174466,12,23801264100,2023-01-24
72155174466,11,,2023-05-26
15977860122,16,11082785744,2023-08-26
72097620600,4,,2023-01-30
66518306199,12,53688704777,2023-06-19
66518306199,4,27325239411,2023-03-12
34167269288,2,,2023-07-11
23503531411,8,,2023-03-09
23503531411,7,,2023-06-23
19581980211,16,,2023-06-14
19581980211,10,,2023-09-23
19581980211,11,62377595655,2023-06-08
27422056088,16,52340387266,2023-02-09
38945377288,8,,2023-08-23
38945377288,15,67798000077,2023-06-13
38945377288,13,,2023-12-03
65225708588,11,37292204700,2023-05-17
44890187111,12,10919780188,2023-06-01
47035171833,9,,2023-01-12
47035171833,8,27663393299,2023-01-08
78818191033,13,99146453999,2023-03-16
78818191033,7,,2023-04-13
99324205144,14,38866792688,2023-07-23
99324205144,13,81052633866,2023-12-06
99324205144,3,37439631088,2023-02-19
33061549899,3,,2023-07-22
33061549899,13,,2023-04-19
33061549899,10,65567113811,2023-10-27
88197156000,15,,2023-10-29
88197156000,11,,2023-05-07
73192036266,11,69175595122,2023-05-03
73192036266,8,,2023-10-29
68558074022,13,57364669888,2023-03-24
68558074022,16,,2023-11-27
68558074022,12,27385186300,2023-05-16
48666009266,15,,2023-03-29
48666009266,2,,2023-10-09
37624133555,10,23187334900,2023-11-21
37624133555,16,,2023-09-22
37624133555,1,,2023-02-16
13992833599,9,,2023-12-26
13992833599,11,,2023-01-19
74987169333,12,93869006700,2023-04-26
23686814344,3,,2023-04-02
23686814344,6,23187334900,2023-09-27
23686814344,7,88256682877,2023-03-22
63901076411,7,78050715355,2023-06-10
63901076411,15,,2023-11-29
35899804511,16,,2023-07-05
35899804511,9,89809339166,2023-06-25
86254275022,3,33910980666,2023-09-05
40580249333,4,,2023-08-03
40580249333,12,34459446955,2023-03-18
40580249333,2,68939406455,2023-01-18
13628226477,7,,2023-02-09
13628226477,13,65989716244,2023-02-13
13628226477,16,,2023-02-03
75211844599,2,,2023-03-31
75211844599,4,51402943622,2023-05-26
75211844599,14,24519188455,2023-11-20
62372392000,1,57975635099,2023-06-09
62372392000,11,96900810988,2023-11-04
62372392000,12,,2023-08-29
23910096077,14,,2023-09-18
75432731877,11,66225490366,2023-04-28
58280314144,11,,2023-07-31
58280314144,6,35769851822,2023-09-10
32935899444,4,,2023-03-29
19843092266,11,94726908822,2023-10-14
19843092266,14,,2023-12-08
19843092266,5,,2023-12-17
64306988311,5,73290779255,2023-10-06
73830988899,13,,2023-10-14
73830988899,11,61788929933,2023-12-24
73830988899,14,83649736066,2023-11-11
82141648855,11,,2023-03-08
82141648855,4,70699180544,2023-03-27
82141648855,10,39057559122,2023-07-31
47646829822,9,,2023-03-20
43135147755,10,,2023-09-17
43135147755,5,,2023-08-02
92484487800,15,,2023-12-07
92484487800,8,33723862488,2023-05-24
92484487800,14,49877336922,2023-04-07
50057255711,3,,2023-01-22
50057255711,7,76000347511,2023-06-21
95798435977,3,,2023-09-21
95798435977,6,,2023-10-13
95798435977,11,67448553955,2023-09-29
34304366300,8,61642256633,2023-11-16
16011105455,6,87244437788,2023-08-19
34170114933,1,88714732055,2023-01-15
34170114933,2,33773128899,2023-07-03
67198142733,15,,2023-08-07
67198142733,4,18670374599,2023-06-23
67198142733,1,36058828700,2023-09-25
71602109488,13,,2023-11-20
40513894999,2,,2023-04-20
40513894999,3,35546464744,2023-01-06
91029435300,8,26457612322,2023-06-07
68467327800,11,,2023-03-12
68467327800,10,87211216055,2023-12-05
81841640099,9,38829235122,2023-04-05
81841640099,5,,2023-02-17
44170901900,7,39027224522,2023-01-23
62307511866,11,69837307711,2023-08-26
62307511866,3,,2023-12-01
93321786822,7,,2023-12-19
93321786822,14,66153475800,2023-05-16
93321786822,5,20455685988,2023-12-31
70577582866,15,,2023-02-01
70577582866,1,41556403500,2023-11-07
25281879633,6,,2023-01-31
25281879633,10,98285277822,2023-05-04
89277326699,15,63846320399,2023-02-03
89277326699,12,71748843699,2023-02-14
89613926200,6,58099016544,2023-10-10
89613926200,1,,2023-05-28
89613926200,13,15107220177,2023-12-13
72864606411,4,,2023-10-05
14902561488,11,,2023-08-04
14902561488,5,90992371977,2023-12-28
14902561488,9,,2023-11-28
25280974766,1,,2023-02-26
25280974766,5,,2023-02-14
25280974766,13,,2023-02-03
43971580377,8,13205122755,2023-06-06
50344596988,8,99556465788,2023-03-11
50344596988,3,,2023-07-22
50344596988,11,36113658155,2023-08-29
55652495111,12,,2023-02-05
55652495111,6,,2023-11-28
55652495111,8,,2023-04-26
88237636499,16,,2023-04-16
88237636499,2,58889369522,2023-10-24
22630251200,10,29423533333,2023-08-19
22630251200,3,82152320866,2023-11-08
45089163766,6,,2023-03-18
45089163766,7,,2023-01-08
55967502800,8,,2023-09-25
78239428600,8,,2023-08-22
78239428600,12,23305657800,2023-03-03
49538709999,2,,2023-10-19
49538709999,14,,2023-07-12
49538709999,16,,2023-10-17
60249183133,16,95432840599,2023-07-31
60249183133,14,43456192899,2023-03-18
60249183133,13,,2023-04-10
63167411111,15,,2023-11-27
63167411111,9,77406387655,2023-06-01
34693817399,13,,2023-10-12
34693817399,2,89155325111,2023-02-03
47364750644,13,,2023-08-25
85181612666,1,,2023-03-25
39216045911,7,,2023-12-24
39216045911,10,,2023-10-27
65538455577,10,,2023-02-22
65538455577,14,40469904577,2023-03-26
65538455577,13,,2023-11-28
64026490744,11,,2023-10-12
27125755711,15,80302795744,2023-07-23
23751377100,9,,2023-01-28
23751377100,5,,2023-11-26
53850839766,16,,2023-05-30
53850839766,3,,2023-12-23
56998216788,13,48320239422,2023-03-11
56998216788,16,,2023-10-28
26786018388,16,,2023-05-19
37447572500,14,,2023-02-18
37447572500,7,,2023-12-01
37447572500,16,,2023-08-28
49463408588,13,,2023-04-23
83547324877,16,63200830188,2023-09-11
83547324877,2,92181760999,2023-10-09
67550105100,5,,2023-05-05
67550105100,4,,2023-01-12
19737642455,16,,2023-06-12
19737642455,13,14648886122,2023-05-08
30402490611,16,38682356044,2023-07-07
21153219522,12,,2023-01-10
21153219522,2,,2023-07-29
21153219522,16,,2023-12-10
22119759333,7,,2023-04-15
66984900322,16,,2023-08-11
11208386577,4,34232708888,2023-12-14
11208386577,16,16845216377,2023-01-13
98249679900,5,,2023-01-01
98249679900,6,66050612688,2023-10-20
98249679900,11,13879812699,2023-05-29
79490226711,15,93271038155,2023-09-22
24250538244,9,,2023-08-20
46018019400,15,,2023-03-18
46018019400,3,,2023-03-12
46018019400,16,,2023-08-23
10266956277,7,88573645777,2023-04-02
10266956277,15,20881074100,2023-03-01
73649385677,9,92444567533,2023-09-29
93192901488,2,60845411866,2023-11-13
93192901488,16,,2023-12-31
93192901488,12,,2023-08-26
35785379933,15,,2023-07-10
35785379933,3,,2023-11-03
35785379933,12,64426954688,2023-01-17
96882091555,4,88594689499,2023-10-18
96882091555,16,97286875400,2023-08-06
96882091555,2,73751002255,2023-05-07
75007587233,11,17327641822,2023-03-06
75007587233,2,,2023-08-13
51082700700,16,,2023-09-28
39422676400,15,72191270066,2023-07-31
39422676400,6,96745920166,2023-04-30
39422676400,13,,2023-12-04
90851903555,3,20938742533,2023-02-21
90851903555,14,44979973400,2023-01-05
90851903555,2,51635684500,2023-06-21
86547149999,5,,2023-12-13
13740032633,16,,2023-03-18
66246129244,10,79793767300,2023-05-19
98681120877,12,49328879900,2023-11-11
60154431544,16,,2023-10-17
60154431544,14,63461903266,2023-08-10
60154431544,11,79123389500,2023-12-31
69017694666,16,63652834666,2023-01-19
10347822400,12,,2023-07-17
10347822400,5,81104086488,2023-12-01
10347822400,4,20596510500,2023-02-21
72134990500,5,74107763900,2023-02-20
72134990500,15,,2023-08-28
78607305888,15,55422948800,2023-03-18
78607305888,12,,2023-03-11
78607305888,16,31536666011,2023-05-05
96047901455,6,,2023-11-23
76974644200,3,37885820066,2023-04-28
76974644200,1,,2023-10-30
76974644200,12,98983148933,2023-12-10
85737495988,6,,2023-02-12
85737495988,13,,2023-03-17
72483325500,14,25293272033,2023-09-24
72483325500,7,,2023-03-04
54782568977,1,,2023-05-22
54782568977,14,,2023-11-03
54782568977,4,30837526366,2023-02-22
54123470611,13,37846662644,2023-01-08
54123470611,8,,2023-01-30
54123470611,7,,2023-01-31
18825851000,15,96556469633,2023-10-16
28252074466,12,,2023-04-11
28252074466,9,,2023-10-10
28252074466,15,,2023-10-02
47479219666,8,,2023-06-18
47479219666,9,,2023-02-24
47479219666,11,15399036722,2023-05-14
87808519400,10,28607284300,2023-12-08
87808519400,5,87244437788,2023-02-08
87808519400,16,44135137388,2023-09-27
20213151699,13,,2023-09-12
20213151699,7,,2023-07-31
68068298644,10,50275694244,2023-12-08
72591361111,15,,2023-05-25
72591361111,2,93477962633,2023-10-03
96984188900,5,43475309000,2023-11-03
96984188900,10,,2023-08-06
14562146599,16,84496750499,2023-07-17
14562146599,1,,2023-04-04
53466658977,6,,2023-09-12
53466658977,12,,2023-03-12
64583087600,5,,2023-05-16
64583087600,13,,2023-09-01
54717651255,8,49886828544,2023-07-02
54717651255,16,58911446899,2023-08-25
54717651255,7,,2023-08-21
73413492122,16,29882754166,2023-05-19
68201389544,4,,2023-03-28
68201389544,11,96394844666,2023-09-06
68201389544,7,,2023-10-10
10768584577,12,,2023-04-10
10768584577,15,10662599255,2023-07-31
10768584577,13,68033936077,2023-12-01
32595028311,13,18189451699,2023-01-11
32595028311,1,50193847555,2023-03-04
14534288799,9,98888510399,2023-12-02
14534288799,4,,2023-07-15
35365576199,10,99860387744,2023-09-02
35365576199,13,94386325900,2023-08-20
35365576199,3,,2023-04-08
63467046644,14,,2023-04-19
63467046644,2,,2023-06-12
63467046644,1,,2023-12-05
67991005400,9,13280693622,2023-03-26
67991005400,11,27624271933,2023-07-09
26523145300,6,,2023-08-29
26523145300,16,,2023-06-14
35394441144,10,,2023-05-17
35394441144,2,,2023-06-01
37090468744,15,89478847666,2023-03-15
37090468744,11,,2023-05-24
93980215288,9,91452304800,2023-08-25
93980215288,8,,2023-07-09
37624183577,11,56013385400,2023-09-09
89688531699,15,80539099144,2023-07-04
89688531699,2,19032259900,2023-10-19
89688531699,12,,2023-03-21
93987312822,8,89047517055,2023-02-19
93987312822,6,87278620700,2023-01-23
93987312822,2,99980132244,2023-08-09
12971828200,6,,2023-09-24
12971828200,16,26898701933,2023-11-07
12971828200,11,31358151377,2023-03-31
61974658844,7,34493532177,2023-08-05
61974658844,9,58678481911,2023-10-15
14271624411,4,,2023-02-28
14271624411,3,88891395877,2023-08-19
14271624411,15,23206742500,2023-01-02
99715544100,4,52796180555,2023-08-10
99715544100,5,52629459700,2023-12-14
99715544100,7,,2023-02-19
38048537811,14,94959175577,2023-08-22
38048537811,16,80258200844,2023-08-13
12144052077,2,10874445000,2023-10-14
12144052077,13,,2023-08-03
12144052077,3,,2023-03-03
19430105522,3,,2023-11-10
10022516644,7,31515644022,2023-10-13
24534161700,7,61206444077,2023-07-11
13538717700,7,50418922888,2023-05-30
13538717700,6,,2023-09-13
13538717700,13,56097556111,2023-11-30
76282579099,2,21450520466,2023-03-17
76282579099,13,94392180700,2023-02-03
76282579099,14,15869788611,2023-11-10
78310007633,14,,2023-11-19
78310007633,15,88319768344,2023-09-07
92570068166,15,,2023-02-28
92570068166,12,30754505455,2023-09-19
92570068166,16,,2023-08-11
57702415600,8,,2023-03-16
57702415600,9,46864814300,2023-05-25
52936799888,16,,2023-05-26
42568085077,13,,2023-05-12
42568085077,1,29980504411,2023-06-12
86445292344,3,49430594300,2023-01-13
34774769999,12,,2023-06-26
34774769999,1,76000347511,2023-03-16
34774769999,3,,2023-06-16
35601100500,2,,2023-07-22
35601100500,6,,2023-04-13
35601100500,11,32285320977,2023-06-15
52909069755,7,42785198000,2023-04-06
52909069755,12,11512053200,2023-11-29
57755356777,5,,2023-07-31
57755356777,4,94444400799,2023-06-27
57755356777,9,80486393944,2023-12-24
45354708800,10,13001503600,2023-11-13
29499283900,14,,2023-08-16
29499283900,11,,2023-02-20
81447716055,1,,2023-03-17
37579000300,9,43941533877,2023-08-30
37579000300,6,81700936788,2023-03-08
37579000300,4,,2023-09-04
19781703511,5,93145889122,2023-04-09
19781703511,7,86439399511,2023-07-23
19781703511,16,14404361500,2023-04-24
95607945822,8,,2023-04-19
95607945822,13,24599320066,2023-10-01
70457391688,5,,2023-05-19
70457391688,7,81959575955,2023-11-23
70457391688,1,91206615255,2023-05-29
11550749399,6,,2023-03-17
11550749399,11,31413003133,2023-08-31
67782458088,4,,2023-06-28
67782458088,13,,2023-05-16
78364548277,10,,2023-01-27
78364548277,5,75348236333,2023-02-19
76555681899,12,49313232355,2023-08-21
76555681899,9,24871014900,2023-10-04
76555681899,8,72475191933,2023-09-17
92505122100,10,,2023-10-07
92505122100,6,,2023-12-01
12128542099,2,,2023-11-21
12128542099,7,,2023-06-20
12128542099,15,24117673077,2023-11-06
