ID_INSTALACAO,CPF_RESPONSAVEL_INTERNO,DATA_RESERVA,HORARIO_INICIO,HORARIO_FIM
15,37910770822,2023-12-27,07:00:00,08:01:00
20,44794827766,2023-01-02,16:30:00,18:04:00
5,46187029155,2023-04-30,18:30:00,19:44:00
15,16416605466,2023-05-20,11:30:00,12:32:00
13,92707562700,2023-02-24,16:00:00,17:24:00
13,19086160400,2023-10-31,11:00:00,12:16:00
20,73552308088,2023-08-22,11:30:00,12:52:00
15,27624271933,2023-11-08,15:30:00,17:18:00
8,18315974544,2023-06-20,14:30:00,16:01:00
15,95961724177,2023-12-25,18:00:00,19:12:00
7,50559483888,2023-07-16,19:00:00,20:29:00
10,86334833600,2023-07-22,11:30:00,12:34:00
16,35315351455,2023-02-21,15:30:00,16:54:00
1,25730852100,2023-12-27,16:00:00,17:11:00
7,92992562688,2023-06-09,18:30:00,20:17:00
14,82153802555,2023-01-26,17:30:00,19:08:00
18,36666936100,2023-02-17,14:30:00,15:40:00
3,16517924888,2023-01-06,20:00:00,21:47:00
10,74784795455,2023-02-05,08:30:00,10:11:00
4,17037374233,2023-06-20,18:30:00,20:30:00
19,25277037477,2023-03-06,20:00:00,21:27:00
17,25701508277,2023-03-24,20:00:00,21:59:00
6,86454862611,2023-06-22,11:30:00,12:30:00
18,78516411366,2023-04-30,20:30:00,22:00:00
18,56079990688,2023-03-21,19:00:00,20:38:00
13,62619386011,2023-06-12,18:30:00,20:03:00
3,88472209200,2023-02-12,09:00:00,10:02:00
7,27946635344,2023-06-30,21:00:00,22:00:00
12,80376820211,2023-09-13,16:00:00,17:36:00
16,85239922866,2023-03-30,06:30:00,08:09:00
10,32867305566,2023-06-29,12:30:00,14:23:00
20,27822944744,2023-04-24,21:30:00,22:00:00
4,13781119900,2023-02-20,21:00:00,22:00:00
18,87136076699,2023-05-28,10:00:00,11:55:00
10,90145494900,2023-11-03,15:30:00,16:43:00
9,62655370755,2023-07-11,08:00:00,09:05:00
16,41343235255,2023-01-16,21:30:00,22:00:00
7,61151646300,2023-01-05,08:00:00,09:40:00
14,67607942144,2023-11-29,08:30:00,10:04:00
11,13479893900,2023-01-16,15:30:00,16:41:00
17,86238821300,2023-12-18,11:00:00,12:54:00
8,89535749199,2023-06-08,17:00:00,18:43:00
6,60515444022,2023-11-26,14:30:00,16:01:00
8,13124450333,2023-05-23,17:00:00,18:36:00
15,15831588399,2023-01-02,11:30:00,13:02:00
15,76213239811,2023-03-13,17:00:00,18:52:00
5,61978662000,2023-08-01,06:00:00,07:06:00
17,27931915233,2023-04-05,08:00:00,09:09:00
10,53669769011,2023-08-03,12:30:00,13:39:00
14,89101398033,2023-11-25,16:00:00,17:18:00
12,13206778600,2023-06-10,09:00:00,10:57:00
8,49566357966,2023-08-08,07:00:00,08:09:00
8,99077414188,2023-06-18,09:00:00,10:10:00
12,33476312933,2023-02-28,12:30:00,14:05:00
16,13841996400,2023-02-08,08:00:00,09:15:00
15,96190550044,2023-04-18,09:30:00,10:39:00
8,79784034400,2023-05-10,19:30:00,21:07:00
17,12329296200,2023-06-16,09:00:00,10:00:00
2,81708276477,2023-10-25,12:00:00,13:20:00
2,42293367133,2023-02-07,20:30:00,22:00:00
9,86158301344,2023-10-30,08:30:00,09:38:00
6,13894747122,2023-08-23,09:30:00,11:24:00
4,41228424411,2023-11-15,08:00:00,09:37:00
17,31514337744,2023-05-15,08:30:00,09:37:00
17,87099219822,2023-03-19,14:30:00,16:24:00
10,58119706255,2023-09-09,07:30:00,08:39:00
12,62070962311,2023-01-16,14:30:00,16:21:00
2,10075455933,2023-09-18,06:00:00,07:34:00
11,72566738688,2023-04-20,20:00:00,21:21:00
16,65898832622,2023-01-26,11:30:00,12:54:00
3,96498589899,2023-01-30,21:00:00,22:00:00
5,48086168400,2023-01-12,08:00:00,09:52:00
3,64940723133,2023-03-26,06:30:00,07:59:00
2,88723112411,2023-07-12,16:30:00,18:17:00
15,10707917922,2023-07-11,06:30:00,07:34:00
14,13911333588,2023-05-08,08:30:00,09:58:00
12,20273503499,2023-09-25,06:00:00,07:27:00
20,31128920388,2023-06-19,21:00:00,22:00:00
6,96786198066,2023-10-31,06:00:00,07:42:00
14,14660291455,2023-02-15,21:30:00,22:00:00
7,83861156299,2023-10-19,14:30:00,16:06:00
1,48582489411,2023-01-17,20:30:00,21:37:00
7,72759074455,2023-01-19,11:00:00,12:39:00
14,25744675311,2023-01-28,11:30:00,12:46:00
14,84396591055,2023-10-06,07:30:00,09:03:00
8,34488592733,2023-04-19,11:30:00,13:17:00
19,69949228200,2023-03-13,09:30:00,10:35:00
11,39253798944,2023-01-15,19:00:00,20:49:00
14,42667025077,2023-06-06,09:30:00,11:09:00
7,35859883699,2023-02-25,18:00:00,19:42:00
4,72236457844,2023-06-11,09:30:00,11:03:00
5,74191180788,2023-09-04,12:30:00,13:41:00
9,75303923100,2023-01-16,10:00:00,11:44:00
11,58638229455,2023-08-22,16:00:00,17:09:00
12,79962800100,2023-05-19,15:00:00,16:56:00
13,62775846000,2023-05-21,13:30:00,15:08:00
9,14056039255,2023-08-22,13:00:00,14:00:00
5,11367792722,2023-07-09,14:00:00,15:12:00
11,89288275666,2023-02-21,07:00:00,08:14:00
1,62340203999,2023-12-07,19:30:00,21:03:00
11,74048739599,2023-08-19,08:00:00,09:51:00
3,15785863133,2023-06-14,14:30:00,16:16:00
11,99610320122,2023-10-12,18:00:00,19:25:00
1,63429973900,2023-05-18,09:30:00,10:59:00
12,71896433700,2023-03-28,08:00:00,09:20:00
1,67322823955,2023-05-11,18:00:00,19:02:00
2,37691721244,2023-03-13,09:30:00,10:58:00
11,10890478355,2023-12-11,08:00:00,09:54:00
7,20864312955,2023-08-17,15:00:00,16:54:00
2,21689530233,2023-02-25,18:30:00,20:22:00
2,76991058699,2023-02-03,06:30:00,08:22:00
8,87060627411,2023-02-07,14:30:00,15:42:00
19,20351398488,2023-09-25,13:30:00,15:06:00
14,38501466855,2023-03-22,18:30:00,20:20:00
9,47178760166,2023-05-05,11:30:00,13:08:00
17,92931964844,2023-12-24,08:00:00,09:52:00
16,91599056388,2023-09-23,10:00:00,11:43:00
17,96023145911,2023-01-13,21:00:00,22:00:00
13,92217488200,2023-05-30,19:30:00,21:29:00
12,69040623555,2023-11-30,11:30:00,13:18:00
14,79798076344,2023-05-01,12:30:00,13:53:00
14,76521963611,2023-07-11,12:30:00,13:49:00
11,14677926322,2023-01-01,18:30:00,20:20:00
1,18882550133,2023-09-02,06:00:00,07:44:00
14,37212040933,2023-01-18,19:30:00,20:46:00
15,26936605488,2023-04-12,09:30:00,11:07:00
7,48898328077,2023-04-19,08:30:00,09:37:00
16,48809893044,2023-11-28,19:30:00,21:27:00
19,76574945066,2023-07-01,07:00:00,08:35:00
18,44063803888,2023-06-10,11:30:00,12:58:00
4,56920254855,2023-01-26,12:00:00,13:06:00
1,89478847666,2023-07-06,08:30:00,10:27:00
8,26894540255,2023-10-22,20:00:00,21:41:00
5,97055747744,2023-11-24,08:30:00,10:05:00
6,20814273388,2023-03-17,12:30:00,14:25:00
12,64674784366,2023-10-14,14:30:00,15:58:00
2,44566248411,2023-03-13,11:30:00,13:19:00
9,20742106399,2023-10-13,06:00:00,07:27:00
3,61087302000,2023-11-04,20:30:00,22:00:00
20,50339755955,2023-01-13,07:00:00,08:16:00
4,93887516477,2023-05-13,07:30:00,09:15:00
12,66658823655,2023-12-21,16:30:00,18:01:00
1,90081252500,2023-09-03,08:00:00,09:39:00
4,32263665800,2023-02-28,18:00:00,19:35:00
6,60095346311,2023-02-16,14:30:00,15:44:00
2,60659725922,2023-09-24,13:30:00,15:01:00
12,78630583688,2023-08-21,13:30:00,14:31:00
10,55097577522,2023-06-24,11:30:00,13:16:00
7,82969675966,2023-01-14,15:00:00,16:27:00
11,78537824899,2023-10-21,17:30:00,19:05:00
19,25510691300,2023-03-11,18:30:00,20:19:00
13,60169364488,2023-06-17,17:30:00,19:04:00
5,89636021766,2023-12-13,19:30:00,20:45:00
19,37246329677,2023-07-26,09:00:00,10:51:00
5,47343022433,2023-01-28,14:30:00,16:18:00
2,92509101344,2023-07-02,06:00:00,07:53:00
17,27423271933,2023-07-18,08:00:00,09:08:00
14,20576549822,2023-12-02,12:00:00,13:55:00
9,84069111666,2023-11-23,20:30:00,22:00:00
17,87198994599,2023-02-02,11:00:00,12:11:00
15,52838019000,2023-08-19,12:00:00,13:57:00
15,72776644266,2023-07-21,07:30:00,09:07:00
9,90253322000,2023-06-07,15:00:00,16:16:00
5,29328332199,2023-08-07,06:30:00,08:21:00
3,49769335044,2023-09-07,11:30:00,13:13:00
3,79638176433,2023-06-05,19:30:00,21:01:00
5,81085642200,2023-11-30,19:30:00,21:29:00
17,64880591144,2023-06-15,14:30:00,16:22:00
15,60968285400,2023-12-16,10:30:00,11:37:00
10,74414109244,2023-08-05,06:00:00,07:12:00
19,43931458955,2023-04-13,18:30:00,19:53:00
5,38811659400,2023-08-13,15:00:00,16:33:00
12,53656954700,2023-05-16,17:30:00,18:54:00
11,40841905277,2023-06-24,20:30:00,21:37:00
5,94273165433,2023-04-14,08:30:00,10:11:00
1,11718594655,2023-02-12,06:00:00,07:27:00
18,61592277266,2023-05-07,20:30:00,22:00:00
4,62087087533,2023-06-06,20:30:00,21:42:00
8,17514562500,2023-05-24,06:30:00,07:34:00
9,33876199288,2023-01-24,14:00:00,15:34:00
13,66552963900,2023-09-28,20:30:00,22:00:00
1,35824027544,2023-04-25,08:30:00,09:59:00
7,33800541944,2023-01-15,07:00:00,08:21:00
5,67995152355,2023-04-11,08:30:00,10:06:00
1,56046290900,2023-11-28,07:00:00,08:28:00
13,73447707099,2023-09-19,08:30:00,10:05:00
13,26931820855,2023-06-09,18:00:00,19:21:00
9,76160863222,2023-04-09,06:00:00,07:31:00
3,29695898422,2023-03-10,11:00:00,12:33:00
11,50562455699,2023-12-10,06:00:00,07:32:00
19,48782536577,2023-08-27,07:30:00,08:58:00
10,68086369311,2023-10-24,17:30:00,19:26:00
15,54041996600,2023-04-12,14:30:00,16:20:00
15,73751002255,2023-10-11,11:00:00,12:24:00
9,14866213688,2023-07-10,10:30:00,12:28:00
4,58061797377,2023-03-28,11:00:00,12:42:00
8,10487464100,2023-11-15,07:30:00,08:57:00
15,46111554200,2023-04-10,15:00:00,16:43:00
11,12659930333,2023-10-26,21:30:00,22:00:00
14,95920540888,2023-08-14,20:30:00,22:00:00
11,58484668077,2023-02-22,14:30:00,15:33:00
8,62781441900,2023-09-03,08:30:00,10:14:00
3,27881525400,2023-09-30,12:00:00,13:56:00
13,51009937077,2023-06-20,16:00:00,17:14:00
11,60482609977,2023-12-20,06:30:00,08:20:00
15,58141720966,2023-02-13,13:30:00,14:59:00
12,42754429977,2023-06-24,16:00:00,17:05:00
2,31381957177,2023-08-21,21:00:00,22:00:00
14,95404452211,2023-06-21,10:30:00,12:07:00
18,89048783499,2023-06-28,07:30:00,08:36:00
19,64213446077,2023-03-16,07:00:00,08:47:00
9,97412925466,2023-01-13,21:00:00,22:00:00
11,76804181877,2023-09-15,10:30:00,12:15:00
8,42567183200,2023-08-09,08:30:00,10:28:00
12,32791028633,2023-10-27,12:00:00,13:49:00
7,24475195677,2023-01-04,21:30:00,22:00:00
9,86670108122,2023-12-02,11:00:00,12:18:00
1,95237552188,2023-08-04,18:30:00,20:18:00
16,50178938222,2023-04-07,09:30:00,11:22:00
12,59760746933,2023-12-20,10:00:00,11:31:00
2,83348430111,2023-08-31,21:30:00,22:00:00
19,88696937244,2023-06-09,12:00:00,13:17:00
4,17816666288,2023-01-28,14:00:00,15:56:00
4,70881946433,2023-08-04,13:00:00,14:36:00
14,10279189300,2023-02-23,16:30:00,17:31:00
10,85320645900,2023-06-27,12:30:00,14:15:00
14,54002762700,2023-08-11,10:30:00,12:10:00
20,32224803111,2023-04-17,20:30:00,21:43:00
5,13919870122,2023-09-27,15:30:00,17:18:00
18,19266896155,2023-10-13,21:30:00,22:00:00
6,35664585977,2023-11-27,11:00:00,12:22:00
9,50211906100,2023-04-06,21:00:00,22:00:00
8,86465890133,2023-01-25,08:30:00,10:13:00
4,23178580511,2023-03-27,08:00:00,09:53:00
2,32555935222,2023-01-08,11:30:00,13:12:00
1,41064758122,2023-04-30,18:00:00,19:33:00
7,26041677866,2023-06-28,21:30:00,22:00:00
15,65102921499,2023-08-24,21:30:00,22:00:00
15,66551458211,2023-07-14,10:00:00,11:12:00
19,46073411855,2023-01-28,21:00:00,22:00:00
1,60957777399,2023-10-31,14:00:00,15:25:00
8,28611309388,2023-02-14,06:00:00,07:16:00
15,64863618088,2023-10-20,16:00:00,17:52:00
3,20184277688,2023-05-28,13:30:00,14:40:00
17,41788107400,2023-02-28,20:00:00,21:03:00
9,53605895666,2023-07-07,19:00:00,20:33:00
1,18620217166,2023-03-03,18:30:00,20:07:00
16,47039349222,2023-04-24,16:30:00,18:19:00
10,21326032199,2023-07-09,10:00:00,11:22:00
15,55741470411,2023-01-17,21:00:00,22:00:00
5,75802375200,2023-07-26,06:00:00,07:14:00
20,95754934199,2023-12-18,20:00:00,21:19:00
10,56193837766,2023-09-24,15:00:00,16:38:00
13,88076679400,2023-04-02,13:00:00,14:26:00
7,83297914833,2023-10-16,14:30:00,16:16:00
4,12445876300,2023-12-17,17:00:00,18:26:00
16,42639362211,2023-10-13,15:30:00,16:58:00
18,35046654599,2023-06-30,16:00:00,17:42:00
2,71520945000,2023-12-17,19:00:00,20:03:00
1,45809086000,2023-01-08,20:00:00,21:50:00
6,58771531966,2023-04-07,16:30:00,18:02:00
15,19909622622,2023-06-25,16:00:00,17:38:00
8,89691665999,2023-08-04,17:30:00,18:35:00
18,83313889099,2023-08-09,09:00:00,10:28:00
14,54382902022,2023-12-01,08:30:00,10:17:00
9,87903602577,2023-05-13,07:00:00,08:36:00
9,63704465488,2023-08-06,16:00:00,17:48:00
5,81830795988,2023-08-11,17:30:00,19:19:00
19,40048490988,2023-03-29,06:00:00,07:10:00
6,63927076033,2023-08-01,21:30:00,22:00:00
3,15463085988,2023-09-18,07:30:00,09:17:00
10,63947175922,2023-11-28,21:00:00,22:00:00
6,66557990900,2023-06-14,08:30:00,10:14:00
2,55977144222,2023-01-21,12:30:00,14:16:00
3,33220765477,2023-03-15,09:30:00,11:03:00
15,49401517355,2023-02-20,13:30:00,14:51:00
1,99002237644,2023-12-10,07:30:00,09:24:00
20,11329707255,2023-06-03,20:00:00,21:49:00
14,22882425900,2023-07-16,16:30:00,18:23:00
10,59491189799,2023-08-05,15:00:00,16:34:00
8,36670504299,2023-11-19,14:00:00,15:32:00
19,14765842066,2023-12-25,11:30:00,13:21:00
17,54261963977,2023-09-21,21:30:00,22:00:00
6,54890069433,2023-02-19,19:30:00,20:57:00
18,90753739299,2023-06-06,18:00:00,19:21:00
14,24284536888,2023-05-08,13:30:00,15:29:00
19,67089336322,2023-02-19,17:00:00,18:22:00
13,87065271755,2023-01-25,13:00:00,14:54:00
9,85756054700,2023-07-24,08:00:00,09:51:00
4,72372559244,2023-04-06,11:00:00,12:00:00
17,24940741266,2023-10-26,09:00:00,10:27:00
19,87265033799,2023-03-03,09:00:00,10:57:00
14,38494541699,2023-03-10,12:30:00,13:41:00
6,80268723988,2023-01-19,18:00:00,19:49:00
2,30712215922,2023-09-09,13:00:00,14:05:00
13,21244198977,2023-05-04,11:00:00,12:16:00
4,16181070388,2023-07-25,16:30:00,18:14:00
1,16713242855,2023-10-21,16:30:00,18:16:00
6,18787530299,2023-11-12,14:00:00,15:36:00
20,37652571177,2023-01-25,07:30:00,09:00:00
8,37987058444,2023-08-10,17:00:00,18:58:00
4,23080815200,2023-07-22,14:30:00,16:15:00
5,75400136055,2023-03-09,07:30:00,09:30:00
16,75178992100,2023-07-11,15:00:00,16:10:00
15,76542177811,2023-03-25,19:00:00,20:55:00
3,86042171855,2023-03-26,11:00:00,12:11:00
18,83554876999,2023-12-19,21:30:00,22:00:00
5,70751498733,2023-03-10,08:30:00,10:09:00
18,97290344433,2023-08-10,06:30:00,08:11:00
12,82319649400,2023-12-13,15:30:00,16:54:00
5,23968567744,2023-01-08,13:00:00,14:56:00
12,35327011033,2023-08-22,17:30:00,18:50:00
3,59425196922,2023-05-08,19:00:00,20:15:00
4,58990463255,2023-07-04,06:00:00,07:46:00
2,91778587944,2023-01-30,21:30:00,22:00:00
10,73077767400,2023-05-13,09:30:00,11:12:00
1,83994975411,2023-12-26,09:30:00,10:45:00
1,59367347066,2023-08-30,21:30:00,22:00:00
2,87441299477,2023-05-28,12:30:00,13:45:00
3,58617471722,2023-05-13,20:30:00,22:00:00
3,22507926744,2023-01-20,18:00:00,19:40:00
6,83555880455,2023-09-04,08:30:00,10:12:00
3,64010033322,2023-09-20,17:00:00,18:47:00
18,68028919566,2023-06-19,16:30:00,17:55:00
15,41499995899,2023-01-15,06:30:00,07:49:00
3,11579525266,2023-05-11,08:30:00,10:18:00
10,29166025500,2023-01-05,19:00:00,20:39:00
10,87654291333,2023-06-05,09:30:00,10:31:00
5,28611721266,2023-06-10,06:00:00,07:34:00
17,15434151055,2023-01-21,19:30:00,21:22:00
7,20336672511,2023-04-27,06:30:00,08:21:00
18,73150230111,2023-08-02,12:00:00,13:49:00
4,72475191933,2023-01-07,11:00:00,12:20:00
10,59187705699,2023-04-09,13:30:00,14:53:00
10,85345371355,2023-01-16,11:30:00,12:33:00
16,22979858433,2023-08-12,08:30:00,10:02:00
15,98227423044,2023-09-04,20:30:00,21:58:00
12,21529063499,2023-08-09,19:00:00,20:18:00
12,57166970544,2023-05-22,21:30:00,22:00:00
1,88942976599,2023-06-06,07:30:00,08:39:00
12,21727385222,2023-03-31,15:30:00,17:16:00
10,37515950900,2023-02-19,19:30:00,21:28:00
12,67288253555,2023-03-04,10:00:00,11:08:00
11,79208361400,2023-07-02,14:30:00,15:59:00
11,97717591599,2023-08-22,17:00:00,18:28:00
3,26628472399,2023-01-14,16:00:00,17:34:00
10,25587560011,2023-11-20,20:30:00,21:57:00
20,35992504133,2023-10-16,16:00:00,17:33:00
7,29980504411,2023-09-18,18:00:00,19:58:00
12,57972561266,2023-03-17,13:00:00,14:19:00
10,78124432644,2023-04-08,12:00:00,13:07:00
7,54911659644,2023-09-22,10:00:00,11:38:00
8,55097919777,2023-07-12,21:00:00,22:00:00
14,58330796677,2023-06-30,08:30:00,09:46:00
6,71375911166,2023-03-04,15:00:00,16:10:00
18,45343436800,2023-05-14,18:00:00,19:30:00
8,26660749355,2023-04-08,17:30:00,18:53:00
8,80917776399,2023-09-26,16:00:00,17:25:00
7,79637827266,2023-02-21,13:00:00,14:30:00
15,85786248400,2023-07-08,07:00:00,08:38:00
13,19239527144,2023-09-10,18:30:00,19:56:00
19,24762714466,2023-06-24,15:30:00,17:14:00
16,29194873455,2023-08-07,15:30:00,17:24:00
15,70845623622,2023-09-30,08:30:00,10:29:00
7,56751598199,2023-09-13,08:00:00,09:05:00
7,74141377322,2023-04-25,17:30:00,19:13:00
11,62126409988,2023-07-16,17:30:00,18:45:00
20,87042002255,2023-02-26,13:00:00,14:36:00
15,52951152166,2023-01-03,16:30:00,17:58:00
10,15768435488,2023-02-27,20:30:00,22:00:00
11,17981695411,2023-06-28,14:30:00,15:50:00
1,51790408688,2023-07-13,08:00:00,09:10:00
5,53610915611,2023-09-28,09:00:00,10:05:00
20,58264522000,2023-04-03,21:00:00,22:00:00
15,25237408188,2023-06-16,16:30:00,18:30:00
11,88720239555,2023-03-20,16:00:00,17:25:00
1,50523812555,2023-12-06,15:00:00,16:51:00
10,59881732688,2023-07-17,09:30:00,11:21:00
8,28779505222,2023-07-06,13:00:00,14:06:00
11,20588013500,2023-12-02,16:00:00,17:28:00
7,87393408722,2023-05-12,18:30:00,20:15:00
16,98032477199,2023-03-29,16:00:00,17:45:00
5,55217681811,2023-02-06,19:30:00,20:41:00
14,33567095422,2023-07-29,18:30:00,20:18:00
17,92254168499,2023-04-23,13:00:00,14:03:00
16,80102673177,2023-03-29,07:30:00,09:11:00
19,83623461911,2023-08-16,18:00:00,19:35:00
1,56247968700,2023-01-28,16:30:00,18:12:00
10,50152021999,2023-01-23,08:00:00,09:36:00
13,45291234488,2023-10-18,10:30:00,12:14:00
16,16356400677,2023-12-08,20:00:00,21:03:00
17,89432811299,2023-12-19,13:30:00,14:40:00
10,56394924900,2023-01-15,18:30:00,19:37:00
7,50092436366,2023-08-06,09:00:00,10:16:00
19,26262783788,2023-11-18,07:30:00,08:35:00
15,83842684288,2023-07-15,08:30:00,10:27:00
15,53208914588,2023-03-18,19:00:00,20:15:00
14,69533168533,2023-01-11,14:30:00,16:03:00
1,74130312644,2023-07-17,13:00:00,14:32:00
2,66071811988,2023-06-21,21:00:00,22:00:00
10,40450948300,2023-06-04,07:30:00,09:19:00
15,45019843688,2023-03-26,14:00:00,15:52:00
7,22494948600,2023-10-04,07:30:00,08:58:00
2,65824336600,2023-08-18,16:30:00,18:09:00
17,81604026944,2023-03-17,06:00:00,07:54:00
9,57265059800,2023-05-22,07:30:00,09:12:00
1,84079624811,2023-01-29,12:30:00,13:50:00
17,80381131799,2023-08-12,16:00:00,17:00:00
19,77133172522,2023-03-10,20:30:00,22:00:00
8,83826828200,2023-11-22,13:00:00,14:08:00
5,51535175433,2023-07-27,07:00:00,08:14:00
15,75985726155,2023-04-19,13:30:00,14:59:00
6,61420274600,2023-06-10,06:30:00,07:32:00
11,67523240188,2023-11-14,20:30:00,22:00:00
7,60483110799,2023-09-13,18:00:00,19:28:00
18,91612387400,2023-02-23,19:30:00,21:05:00
18,74940451800,2023-11-29,12:30:00,13:54:00
13,10668545488,2023-01-03,14:30:00,15:46:00
13,81973143066,2023-10-14,17:30:00,18:34:00
10,15611482888,2023-05-07,19:30:00,20:50:00
4,94498961511,2023-02-01,13:30:00,14:38:00
20,97719927166,2023-08-18,09:30:00,11:22:00
14,37995867333,2023-12-04,16:30:00,18:08:00
9,14338876811,2023-04-27,16:00:00,17:05:00
2,44735411777,2023-03-12,07:00:00,09:00:00
12,96572698300,2023-05-03,18:30:00,20:10:00
19,80266737199,2023-12-07,11:30:00,12:40:00
2,57303901066,2023-06-15,07:30:00,08:49:00
9,74500506333,2023-07-28,18:00:00,19:12:00
7,44559302722,2023-02-01,14:00:00,15:24:00
14,46915470966,2023-05-08,16:30:00,18:15:00
9,37766371377,2023-01-13,06:00:00,07:25:00
7,67492200455,2023-12-12,16:30:00,18:19:00
7,97872503588,2023-07-13,17:00:00,18:40:00
5,61294929955,2023-02-21,06:30:00,08:05:00
11,34944650022,2023-12-10,13:30:00,14:34:00
9,32033034855,2023-10-24,15:30:00,16:45:00
15,73280270377,2023-07-13,21:00:00,22:00:00
5,46386061644,2023-10-20,15:30:00,17:30:00
17,62333623000,2023-10-29,17:30:00,19:14:00
14,26114822688,2023-09-25,07:30:00,09:08:00
5,87315661200,2023-09-18,08:30:00,10:25:00
12,22915232288,2023-05-06,16:00:00,17:36:00
19,87929520544,2023-09-26,12:00:00,13:13:00
16,57017498944,2023-10-22,19:30:00,20:51:00
18,32151925511,2023-11-16,13:00:00,14:20:00
14,72795275666,2023-10-16,16:00:00,17:01:00
10,43641483933,2023-02-03,17:30:00,19:27:00
6,91940603711,2023-03-10,11:30:00,13:02:00
13,29030437600,2023-07-31,14:00:00,15:41:00
17,16416659988,2023-03-14,18:00:00,19:50:00
9,39329449500,2023-08-30,19:00:00,20:27:00
10,76921533700,2023-09-01,13:00:00,14:11:00
7,71195119399,2023-08-31,18:30:00,19:58:00
9,20551550677,2023-01-31,12:00:00,13:30:00
13,96425040655,2023-03-05,20:30:00,21:32:00
4,36923245022,2023-08-01,12:30:00,13:36:00
7,44089407122,2023-07-31,14:30:00,16:26:00
9,28748212922,2023-07-21,07:00:00,08:24:00
6,17660083566,2023-03-03,17:30:00,19:01:00
18,46605978655,2023-11-22,18:30:00,20:27:00
2,97722946211,2023-12-31,21:30:00,22:00:00
11,24380310000,2023-04-29,09:00:00,10:52:00
10,52353937677,2023-07-26,21:00:00,22:00:00
6,34142059200,2023-12-13,06:00:00,07:15:00
15,32287886366,2023-11-03,20:30:00,21:46:00
1,58224439311,2023-08-17,19:30:00,20:47:00
18,37603446233,2023-02-15,21:00:00,22:00:00
12,53339696633,2023-02-04,20:00:00,21:42:00
3,12851901811,2023-07-30,15:30:00,17:10:00
19,55863695677,2023-04-12,08:00:00,09:36:00
11,73605501655,2023-11-10,08:00:00,09:29:00
15,96187181900,2023-12-25,09:00:00,10:11:00
18,54702212700,2023-05-13,11:00:00,12:01:00
17,17991740266,2023-10-06,20:00:00,21:54:00
17,12119835955,2023-02-23,10:00:00,11:15:00
17,57710196588,2023-09-26,19:30:00,20:44:00
4,56667188277,2023-05-01,17:00:00,19:00:00
15,79795732188,2023-01-31,15:30:00,16:35:00
9,71690331944,2023-09-17,10:30:00,12:15:00
8,71615339100,2023-11-15,20:00:00,21:23:00
9,44330294244,2023-05-13,20:30:00,22:00:00
15,98777223800,2023-08-01,07:30:00,08:52:00
3,76217317700,2023-01-16,18:00:00,19:41:00
17,76864541000,2023-04-10,13:30:00,15:28:00
3,15766388711,2023-07-28,12:00:00,13:26:00
13,16939493188,2023-03-09,15:30:00,17:20:00
15,24848165022,2023-07-15,06:00:00,07:52:00
5,64370930488,2023-04-09,17:30:00,19:07:00
18,65867411066,2023-04-16,12:00:00,13:00:00
4,28359086922,2023-09-17,13:30:00,14:36:00
16,41681513799,2023-06-02,11:00:00,12:49:00
12,30883707744,2023-10-27,09:00:00,10:45:00
11,38741604400,2023-07-01,14:00:00,15:16:00
2,36395807022,2023-02-23,21:00:00,22:00:00
4,51006695355,2023-08-22,10:00:00,11:21:00
7,87780782299,2023-12-13,12:00:00,13:00:00
20,95858023844,2023-07-03,09:30:00,11:30:00
15,89631888177,2023-10-16,19:30:00,20:36:00
14,72795173400,2023-04-14,08:30:00,09:57:00
12,14340458388,2023-09-01,13:00:00,14:30:00
17,75493343233,2023-11-18,16:30:00,18:00:00
16,65403300222,2023-05-18,13:30:00,15:07:00
15,58896105544,2023-09-24,21:00:00,22:00:00
12,57154249500,2023-06-15,14:00:00,15:12:00
6,69793487799,2023-12-23,12:00:00,13:56:00
17,14257363000,2023-01-08,16:00:00,17:06:00
7,50573237411,2023-07-12,14:30:00,16:10:00
17,70823875555,2023-07-21,19:00:00,20:27:00
3,57821339966,2023-07-22,10:00:00,11:48:00
5,19937114222,2023-08-12,08:00:00,09:12:00
20,85051006466,2023-06-26,11:30:00,13:02:00
19,87320137799,2023-02-10,09:00:00,10:57:00
8,36332298099,2023-05-30,12:30:00,14:17:00
7,13887175144,2023-12-25,11:00:00,12:04:00
9,72136220055,2023-10-24,16:30:00,18:00:00
15,94727659477,2023-01-18,15:30:00,16:48:00
7,72653091977,2023-10-30,18:00:00,19:50:00
5,48530163177,2023-12-23,18:00:00,19:28:00
3,24403380011,2023-03-27,14:00:00,15:36:00
12,67746657211,2023-07-11,08:00:00,10:00:00
12,52497126577,2023-01-04,15:30:00,16:39:00
5,71170385788,2023-10-11,06:00:00,07:06:00
2,93768720700,2023-05-25,16:30:00,17:32:00
11,64411641088,2023-09-01,16:30:00,18:05:00
4,59952204622,2023-10-27,16:30:00,17:45:00
13,65319379122,2023-11-23,13:00:00,14:37:00
9,68235154499,2023-06-22,18:30:00,19:53:00
14,76418829000,2023-04-01,06:30:00,07:48:00
8,51453557422,2023-12-25,07:00:00,08:00:00
5,30017360899,2023-11-28,15:00:00,16:19:00
14,33516148533,2023-01-22,06:00:00,07:40:00
2,68994875866,2023-10-05,16:30:00,17:38:00
11,58518442211,2023-07-18,09:00:00,10:09:00
2,92366837388,2023-04-18,21:30:00,22:00:00
14,55120893822,2023-01-05,06:00:00,07:27:00
